,FullName,URL
1432,John Milas,https://www.goodreads.com/book/show/61796642-the-militia-house?from_search=true&from_srp=true&qid=W85gZW8mpr&rank=1
1433,Kara McDowell,https://www.goodreads.com/book/show/61884988-the-prince-the-apocalypse?from_search=true&from_srp=true&qid=A1p3Zm8jrW&rank=1
1434,Gourav Mohanty,https://www.goodreads.com/book/show/129294962-sons-of-darkness?from_search=true&from_srp=true&qid=r7ReqlJTXI&rank=1
1435,Sujata Massey,https://www.goodreads.com/book/show/61068991-the-mistress-of-bhatia-house?from_search=true&from_srp=true&qid=8aOlnJ7Nqx&rank=1
1436,Aaliyah Bilal,https://www.goodreads.com/book/show/62919865-temple-folk?from_search=true&from_srp=true&qid=8aitZcyr65&rank=1
1437,D.L. Soria,https://www.goodreads.com/book/show/63139926-thief-liar-lady?from_search=true&from_srp=true&qid=lFYn68DPRF&rank=1
1438,Jeff Wheeler,https://www.goodreads.com/book/show/63066025-doomsday-match?from_search=true&from_srp=true&qid=UT05TddRJP&rank=1
1439,Nicole Flattery,https://www.goodreads.com/book/show/62039151-nothing-special?from_search=true&from_srp=true&qid=hD6yRy1L53&rank=1
1440,May Cobb,https://www.goodreads.com/book/show/63024324-a-likeable-woman?from_search=true&from_srp=true&qid=YIPZrVAkq0&rank=1
1441,Kevin Sites,https://www.goodreads.com/book/show/63017299-the-ocean-above-me?from_search=true&from_srp=true&qid=uUFDpUXG6J&rank=1
1442,Spencer Quinn,https://www.goodreads.com/book/show/61884949-mrs-plansky-s-revenge?from_search=true&from_srp=true&qid=Me6oOC6Cwv&rank=1
1443,Kemi Ashing-Giwa,https://www.goodreads.com/book/show/62919382-the-splinter-in-the-sky?from_search=true&from_srp=true&qid=hxmXnxMDD3&rank=1
1444,Emery Lord,https://www.goodreads.com/book/show/60784825-all-that-s-left-to-say?from_search=true&from_srp=true&qid=e76kTyoyve&rank=1
1445,Lizzy Dent,https://www.goodreads.com/book/show/62649017-the-sweetest-revenge?from_search=true&from_srp=true&qid=Mjsy8Uuhgl&rank=1
1446,Josh Winning,https://www.goodreads.com/book/show/62858184-burn-the-negative?from_search=true&from_srp=true&qid=fdHFTXd4xP&rank=1
1447,Katherine  Greene,https://www.goodreads.com/book/show/63342933-the-woods-are-waiting?from_search=true&from_srp=true&qid=nZCgiBfv2c&rank=1
1448,Claudia Piñeiro,https://www.goodreads.com/book/show/63291997-with-a-little-luck?from_search=true&from_srp=true&qid=fOwUT5yd68&rank=1
1449,Clare Mackintosh,https://www.goodreads.com/book/show/60305071-the-last-party?from_search=true&from_srp=true&qid=ydE0YwAgfR&rank=1
1450,Kirsty Manning,https://www.goodreads.com/book/show/18719296-the-paris-mysteries?from_search=true&from_srp=true&qid=h9ha3ru6EK&rank=1
1451,Jon Klassen,https://www.goodreads.com/book/show/13630171-the-skull-throne?from_search=true&from_srp=true&qid=54CMfvkhxW&rank=1
1452,Kim van Alkemade,https://www.goodreads.com/book/show/63076709-counting-lost-stars?from_search=true&from_srp=true&qid=qNZP6DAaLE&rank=1
1453,Daniel Hornsby,https://www.goodreads.com/book/show/61151268-sucker?from_search=true&from_srp=true&qid=dyUM5L6h0Q&rank=1
1454,Shastri Akella,https://www.goodreads.com/book/show/61884840-the-sea-elephants?from_search=true&from_srp=true&qid=1Eay82gLzU&rank=1
1455,Julia Vee,https://www.goodreads.com/book/show/61884983-ebony-gate?from_search=true&from_srp=true&qid=UZuyjLOxqI&rank=1
1456,Jamila Ahmed,https://www.goodreads.com/book/show/61884971-every-rising-sun?from_search=true&from_srp=true&qid=TEaP008w4x&rank=1
1457,Matt Dinniman,https://www.goodreads.com/book/show/125887685-the-eye-of-the-bedlam-bride?from_search=true&from_srp=true&qid=nM2hKmtwnT&rank=1
1458,Hannah Sloane,https://www.goodreads.com/book/show/63077616-the-freedom-clause?from_search=true&from_srp=true&qid=RWqOuIolO9&rank=1
1459,Louise Douglas,https://www.goodreads.com/book/show/64996716-the-secret-of-villa-alba?from_search=true&from_srp=true&qid=3gj8C224l7&rank=1
1460,Karin Tanabe,https://www.goodreads.com/book/show/61214141-the-sunset-crowd?from_search=true&from_srp=true&qid=DE0rAC97EE&rank=1
1461,A.D. Rhine,https://www.goodreads.com/book/show/63185079-horses-of-fire?from_search=true&from_srp=true&qid=XTtu6qMvKe&rank=1
1462,Vanessa Riley,https://www.goodreads.com/book/show/63017292-queen-of-exiles?from_search=true&from_srp=true&qid=O5oyBsSnQk&rank=1
1463,Jennifer Coburn,https://www.goodreads.com/book/show/57636551-cradles-of-the-reich?from_search=true&from_srp=true&qid=zRlKMemzfr&rank=1
1464,Gina Chen,https://www.goodreads.com/book/show/55923578-violet-made-of-thorns?from_search=true&from_srp=true&qid=28M8TMucMT&rank=1
1465,Miranda Liasson,https://www.goodreads.com/book/show/63251905-the-summer-of-second-chances?from_search=true&from_srp=true&qid=EUZqjk4bqv&rank=1
1466,Hila Blum,https://www.goodreads.com/book/show/63185084-how-to-love-your-daughter?from_search=true&from_srp=true&qid=QBG9sRCe3z&rank=1
1467,Emylia Hall,https://www.goodreads.com/book/show/63107605-the-shell-house-detectives?from_search=true&from_srp=true&qid=vfs09AJI3X&rank=1
1468,Adrienne Tooley,https://www.goodreads.com/book/show/15776904-the-beggar-king?from_search=true&from_srp=true&qid=ika4MxzRlf&rank=1
1469,L.R. Dorn,https://www.goodreads.com/book/show/63017275-with-a-kiss-we-die?from_search=true&from_srp=true&qid=z7wxMh4rsS&rank=1
1470,Djuna,https://www.goodreads.com/book/show/62979704-counterweight?from_search=true&from_srp=true&qid=v9KDWDbtO3&rank=1
1471,Amy Engel,https://www.goodreads.com/book/show/63077595-i-did-it-for-you?from_search=true&from_srp=true&qid=LwoZ8EF4sS&rank=1
1472,Dwyer Murphy,https://www.goodreads.com/book/show/63249845-the-stolen-coast?from_search=true&from_srp=true&qid=FoJ2kZBO2X&rank=1
1473,Clémence Michallon,https://www.goodreads.com/book/show/61897971-the-quiet-tenant?from_search=true&from_srp=true&qid=QPYfvd5HOj&rank=1
1474,Annabel Monaghan,https://www.goodreads.com/book/show/62562931-same-time-next-summer?from_search=true&from_srp=true&qid=E0fjoOY1dv&rank=1
1475,Evie  Woods,https://www.goodreads.com/book/show/65137920-the-lost-bookshop?from_search=true&from_srp=true&qid=AutbDgL1fs&rank=1
1476,Robyn Harding,https://www.goodreads.com/book/show/62874245-the-drowning-woman?from_search=true&from_srp=true&qid=k7rohncN2p&rank=1
1477,Caroline O'Donoghue,https://www.goodreads.com/book/show/63094957-the-rachel-incident?from_search=true&from_srp=true&qid=bXQlUV2Nz5&rank=1
1478,Lyla Sage,https://www.goodreads.com/book/show/123179008-done-and-dusted?from_search=true&from_srp=true&qid=70OkVOO20o&rank=1
1479,Sian Gilbert,https://www.goodreads.com/book/show/62292419-she-started-it?from_search=true&from_srp=true&qid=HrJ736Pr9L&rank=1
1480,Ava Wilder,https://www.goodreads.com/book/show/62562854-will-they-or-won-t-they?from_search=true&from_srp=true&qid=dq7KI5XZob&rank=1
1481,Thao Thai,https://www.goodreads.com/book/show/62800971-banyan-moon?from_search=true&from_srp=true&qid=G2x5epY2Mk&rank=1
1482,Claire Daverley,https://www.goodreads.com/book/show/62583508-talking-at-night?from_search=true&from_srp=true&qid=NjH7OkUnEG&rank=1
1483,Holly Smale,https://www.goodreads.com/book/show/61987507-cassandra-in-reverse?from_search=true&from_srp=true&qid=ApQ4FBf2Oz&rank=1
1484,Katie Williams,https://www.goodreads.com/book/show/62952152-my-murder?from_search=true&from_srp=true&qid=Oh7SEIvmB0&rank=1
1485,Fiona  Davis,https://www.goodreads.com/book/show/3798703-the-spectacular-now?from_search=true&from_srp=true&qid=SLpwoRluuT&rank=1
1486,Mercedes Ron,https://www.goodreads.com/book/show/123429260-my-fault?from_search=true&from_srp=true&qid=HScduh4RsR&rank=1
1487,Julia Seales,https://www.goodreads.com/book/show/62794526-a-most-agreeable-murder?from_search=true&from_srp=true&qid=bt18MFjIss&rank=1
1488,Adrienne Brodeur,https://www.goodreads.com/book/show/62919906-little-monsters?from_search=true&from_srp=true&qid=l8LSXuVP1N&rank=1
1489,Luna McNamara,https://www.goodreads.com/book/show/62292422-psyche-and-eros?from_search=true&from_srp=true&qid=Aj7XEAtiWc&rank=1
1490,A.R. Torre,https://www.goodreads.com/book/show/62818633-a-fatal-affair?from_search=true&from_srp=true&qid=9bGo3Jzn4h&rank=1
1491,Kalynn  Bayron,https://www.goodreads.com/book/show/62039227-you-re-not-supposed-to-die-tonight?from_search=true&from_srp=true&qid=B3nCYjwULh&rank=1
1492,Jimmy Juliano,https://www.goodreads.com/book/show/63077620-dead-eleven?from_search=true&from_srp=true&qid=k9FtMTCuz1&rank=1
1493,Agustina Bazterrica,https://www.goodreads.com/book/show/62919399-nineteen-claws-and-a-black-bird?from_search=true&from_srp=true&qid=PVH7UyOMkX&rank=1
1494,Cat Sebastian,https://www.goodreads.com/book/show/62365905-we-could-be-so-good?from_search=true&from_srp=true&qid=DQ2DtOH75i&rank=1
1495,C.J. Leede,https://www.goodreads.com/book/show/61884781-maeve-fly?from_search=true&from_srp=true&qid=mDQjJAM6j6&rank=1
1496,Wendy Heard,https://www.goodreads.com/book/show/62802782-you-can-trust-me?from_search=true&from_srp=true&qid=7BStDESXth&rank=1
1497,Corinne Michaels,https://www.goodreads.com/book/show/75858168-forbidden-hearts?from_search=true&from_srp=true&qid=96rl60Zl0F&rank=1
1498,Cecilia Rabess,https://www.goodreads.com/book/show/62919844-everything-s-fine?from_search=true&from_srp=true&qid=PNTsZRgotR&rank=1
1499,Elizabeth Castellano,https://www.goodreads.com/book/show/61233662-save-what-s-left?from_search=true&from_srp=true&qid=0rgYFJk7rv&rank=1
1500,Emily  Jane,https://www.goodreads.com/book/show/62874129-on-earth-as-it-is-on-television?from_search=true&from_srp=true&qid=r08rTda0R4&rank=1
1501,Catherine McKenzie,https://www.goodreads.com/book/show/62919390-have-you-seen-her?from_search=true&from_srp=true&qid=chi6ZEaQNl&rank=1
1502,Ann Leckie,https://www.goodreads.com/book/show/62873999-translation-state?from_search=true&from_srp=true&qid=IZ9XzKtV2Y&rank=1
1503,Melissa Adelman,https://www.goodreads.com/book/show/61885041-what-the-neighbors-saw?from_search=true&from_srp=true&qid=DuIuSB3d7r&rank=1
1504,J.R.  Dawson,https://www.goodreads.com/book/show/61884813-the-first-bright-thing?from_search=true&from_srp=true&qid=JeAZdkHCGP&rank=1
1505,Ava  Hunter,https://www.goodreads.com/book/show/124946915-babymoon-or-bust?from_search=true&from_srp=true&qid=cZCI1v1V7Q&rank=1
1506,Haley Jakobson,https://www.goodreads.com/book/show/62562896-old-enough?from_search=true&from_srp=true&qid=4JELWaAh9F&rank=1
1507,Gabi Burton,https://www.goodreads.com/book/show/62039217-sing-me-to-sleep?from_search=true&from_srp=true&qid=7yHPULEark&rank=1
1508,Linsey Hall,https://www.goodreads.com/book/show/152646335-the-modern-girl-s-guide-to-magic?from_search=true&from_srp=true&qid=CeMljjlOVx&rank=1
1509,Pamela Kelley,https://www.goodreads.com/book/show/61885068-the-bookshop-by-the-bay?from_search=true&from_srp=true&qid=6ngbvor1Wl&rank=1
1510,Chelsea Fagan,https://www.goodreads.com/book/show/123255927-a-perfect-vintage?from_search=true&from_srp=true&qid=Bptra5von7&rank=1
1511,Shanora Williams,https://www.goodreads.com/book/show/62921911-the-other-mistress?from_search=true&from_srp=true&qid=XiiaAm2Qch&rank=1
1512,Rose Wilding,https://www.goodreads.com/book/show/61885043-speak-of-the-devil?from_search=true&from_srp=true&qid=qgAs3dhtWh&rank=1
1513,Danielle Trussoni,https://www.goodreads.com/book/show/62121610-the-puzzle-master?from_search=true&from_srp=true&qid=tf5nafSypi&rank=1
1514,Helena Hunting,https://www.goodreads.com/book/show/62874236-a-love-catastrophe?from_search=true&from_srp=true&qid=GRbVDKzJvx&rank=1
1515,Henry Hoke,https://www.goodreads.com/book/show/62039259-open-throat?from_search=true&from_srp=true&qid=XHTEth0ocb&rank=1
1516,Kritika H. Rao,https://www.goodreads.com/book/show/153591718-the-surviving-sky?from_search=true&from_srp=true&qid=G28MJ1lpB1&rank=1
1517,Keziah Weir,https://www.goodreads.com/book/show/62919852-the-mythmakers?from_search=true&from_srp=true&qid=7SEggsKoew&rank=1
1518,Isabella Maldonado,https://www.goodreads.com/book/show/61311024-a-killer-s-game?from_search=true&from_srp=true&qid=qd4fEKyna5&rank=1
1519,Raluca Narita,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic?from_search=true&from_srp=true&qid=CRGgLJf3VE&rank=1
1520,Katie  Bishop,https://www.goodreads.com/book/show/61214149-the-girls-of-summer?from_search=true&from_srp=true&qid=z5hFglW0Ko&rank=1
1521,Amy Suiter Clarke,https://www.goodreads.com/book/show/58311946-lay-your-body-down?from_search=true&from_srp=true&qid=hHAXVwYs5o&rank=1
1522,Charles Soule,https://www.goodreads.com/book/show/62080151-the-endless-vessel?from_search=true&from_srp=true&qid=GJoVww8yJq&rank=1
1523,Kristan Higgins,https://www.goodreads.com/book/show/63876577-a-little-ray-of-sunshine?from_search=true&from_srp=true&qid=SnmouB2DD5&rank=1
1524,Courtney Walsh,https://www.goodreads.com/book/show/63354446-the-happy-life-of-isadora-bentley?from_search=true&from_srp=true&qid=wbEmR65uYa&rank=1
1525,Scott Pratt,https://www.goodreads.com/book/show/126918644-the-house-of-last-resort?from_search=true&from_srp=true&qid=J0aToKgizJ&rank=1
1526,Carolyn Mackler,https://www.goodreads.com/book/show/62919768-the-wife-app?from_search=true&from_srp=true&qid=yFsnTLSz12&rank=1
1527,Phaedra Patrick,https://www.goodreads.com/book/show/61987494-the-little-italian-hotel?from_search=true&from_srp=true&qid=0zgj7hEFOI&rank=1
1528,Kathleen Grissom,https://www.goodreads.com/book/show/62918680-crow-mary?from_search=true&from_srp=true&qid=EcSSEzOezQ&rank=1
1529,Deborah Levy,https://www.goodreads.com/book/show/62039277-august-blue?from_search=true&from_srp=true&qid=nKSUzBkKrq&rank=1
1530,Julia Heaberlin,https://www.goodreads.com/book/show/61884843-night-will-find-you?from_search=true&from_srp=true&qid=GRHDvHW4aH&rank=1
1531,Jen Wheeler,https://www.goodreads.com/book/show/60661466-the-light-on-farallon-island?from_search=true&from_srp=true&qid=5Y485GJaxY&rank=1
1532,Tania James,https://www.goodreads.com/book/show/62802771-loot?from_search=true&from_srp=true&qid=DJcJeSugUk&rank=1
1533,Anita Waller,https://www.goodreads.com/book/show/123222081-the-couple-across-the-street?from_search=true&from_srp=true&qid=vHVgjhpAcJ&rank=1
1534,Marielle Thompson,https://www.goodreads.com/book/show/60522938-where-ivy-dares-to-grow?from_search=true&from_srp=true&qid=KAZc7KHPQI&rank=1
1535,Katharine Beutner,https://www.goodreads.com/book/show/78129.Killing_Floor?from_search=true&from_srp=true&qid=6Rde72Ym2E&rank=1
1536,Lorrie Moore,https://www.goodreads.com/book/show/61605476-i-am-homeless-if-this-is-not-my-home?from_search=true&from_srp=true&qid=kNEhWjDfko&rank=1
1537,Nicole Baart,https://www.goodreads.com/book/show/62919729-the-long-way-back?from_search=true&from_srp=true&qid=SZQOFnRH9o&rank=1
1538,Kendra Elliot,https://www.goodreads.com/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle?from_search=true&from_srp=true&qid=YuVk2YWHsp&rank=1
1539,Avery Flynn,https://www.goodreads.com/book/show/180588488-anger-bang?from_search=true&from_srp=true&qid=GLSu97ebmb&rank=1
1540,Beth Cato,https://www.goodreads.com/book/show/62094214-a-thousand-recipes-for-revenge?from_search=true&from_srp=true&qid=7xTnNsa9St&rank=1
1541,Katie  Garner,https://www.goodreads.com/book/show/62679690-the-night-it-ended?from_search=true&from_srp=true&qid=69eYoTrs8P&rank=1
1542,Connie Willis,https://www.goodreads.com/book/show/58775691-the-road-to-roswell?from_search=true&from_srp=true&qid=rXcR3DnemM&rank=1
1543,Juno Dawson,https://www.goodreads.com/book/show/62366354-the-shadow-cabinet?from_search=true&from_srp=true&qid=O8OnQWkkMo&rank=1
1544,Hazel Gaynor,https://www.goodreads.com/book/show/63212660-the-last-lifeboat?from_search=true&from_srp=true&qid=SPPFR5yICH&rank=1
1545,Dahlia Adler,https://www.goodreads.com/book/show/61885040-going-bicoastal?from_search=true&from_srp=true&qid=T2IfBFh5F3&rank=1
1546,Claire Fuller,https://www.goodreads.com/book/show/62972519-the-memory-of-animals?from_search=true&from_srp=true&qid=hkJyRVMXP0&rank=1
1547,Julia Fine,https://www.goodreads.com/book/show/61884841-maddalena-and-the-dark?from_search=true&from_srp=true&qid=zzTevub0Ww&rank=1
1548,Emma Mieko Candon,https://www.goodreads.com/book/show/61885010-the-archive-undying?from_search=true&from_srp=true&qid=x9SfNFmCZB&rank=1
1549,Sloane Crosley,https://www.goodreads.com/book/show/58772761-cult-classic?from_search=true&from_srp=true&qid=y7cVFjSys8&rank=1
1550,Eliza Raine,https://www.goodreads.com/book/show/123002823-court-of-monsters-and-malice?from_search=true&from_srp=true&qid=Vsx0fas2jT&rank=1
1551,Jason Rekulak,https://www.goodreads.com/book/show/58724923-hidden-pictures?from_search=true&from_srp=true&qid=exTS6GcC4O&rank=1
1552,Eric LaRocca,https://www.goodreads.com/book/show/60536421-everything-the-darkness-eats?from_search=true&from_srp=true&qid=MUdQ2fpkgp&rank=1
1553,Katie Siegel,https://www.goodreads.com/book/show/59841496-charlotte-illes-is-not-a-detective?from_search=true&from_srp=true&qid=9KZIfVNjuo&rank=1
1554,B.K. Borison,https://www.goodreads.com/book/show/122753311-lovelight-farms?from_search=true&from_srp=true&qid=86I6jGkG9p&rank=1
1555,Sav R. Miller,https://www.goodreads.com/book/show/63856212-liars-and-liaisons?from_search=true&from_srp=true&qid=kvf4UVB4Yq&rank=1
1556,Jenny Xie,https://www.goodreads.com/book/show/62952150-holding-pattern?from_search=true&from_srp=true&qid=oRMO8yANZb&rank=1
1557,M.T. Edvardsson,https://www.goodreads.com/book/show/61885030-the-woman-inside?from_search=true&from_srp=true&qid=ZdSw874lce&rank=1
1558,Kate Bromley,https://www.goodreads.com/book/show/62197589-ciao-for-now?from_search=true&from_srp=true&qid=AxsyfeAOTM&rank=1
1559,Viola Shipman,https://www.goodreads.com/book/show/62197591-famous-in-a-small-town?from_search=true&from_srp=true&qid=BVMO0Eenln&rank=1
1560,L.R.  Jones,https://www.goodreads.com/book/show/61914418-you-look-beautiful-tonight?from_search=true&from_srp=true&qid=fWqI4H3TLm&rank=1
1561,Christine Pride,https://www.goodreads.com/book/show/62919372-you-were-always-mine?from_search=true&from_srp=true&qid=uh0MlT5K2C&rank=1
1562,Katy Rose Pool,https://www.goodreads.com/book/show/61317668-garden-of-the-cursed?from_search=true&from_srp=true&qid=lPyyME1ogv&rank=1
1563,Claire McGowan,https://www.goodreads.com/book/show/62710734-let-me-in?from_search=true&from_srp=true&qid=9ZTxLnnIkv&rank=1
1564,K.    Patrick,https://www.goodreads.com/book/show/63083089-mrs-s?from_search=true&from_srp=true&qid=LyorhjG8Zt&rank=1
1565,Rebecca McKanna,https://www.goodreads.com/book/show/62040798-don-t-forget-the-girl?from_search=true&from_srp=true&qid=oaEuugqQ4R&rank=1
1566,Jenny Mustard,https://www.goodreads.com/book/show/62831265-okay-days?from_search=true&from_srp=true&qid=SqDi063uvM&rank=1
1567,Adele Griffin,https://www.goodreads.com/book/show/927979.Small_Favor?from_search=true&from_srp=true&qid=LgTFAlwRbT&rank=1
1568,Emma Slate,https://www.goodreads.com/book/show/177953882-wreck-ruin?from_search=true&from_srp=true&qid=BDPtjMAu5w&rank=1
1569,Ananya Devarajan,https://www.goodreads.com/book/show/62584267-kismat-connection?from_search=true&from_srp=true&qid=qR4htfk3iW&rank=1
1570,Lucy Vine,https://www.goodreads.com/book/show/62792277-seven-exes?from_search=true&from_srp=true&qid=zl3NKJjTvR&rank=1
1571,Elysha Chang,https://www.goodreads.com/book/show/60635756-a-quitter-s-paradise?from_search=true&from_srp=true&qid=KSaiFO0DQo&rank=1
1572,Rektok Ross,https://www.goodreads.com/book/show/9751378-summer-rental?from_search=true&from_srp=true&qid=EnIDkZAZu4&rank=1
1573,Sophie Keetch,https://www.goodreads.com/book/show/62300945-morgan-is-my-name?from_search=true&from_srp=true&qid=SLzWZ3JdXC&rank=1
1574,Rachel Hauck,https://www.goodreads.com/book/show/63019897-the-best-summer-of-our-lives?from_search=true&from_srp=true&qid=AJX2RYhpP9&rank=1
1575,Kiersten Modglin,https://www.goodreads.com/book/show/62802782-you-can-trust-me?from_search=true&from_srp=true&qid=me5BePqvZy&rank=1
1576,Ava Glass,https://www.goodreads.com/book/show/59576067-alias-emma?from_search=true&from_srp=true&qid=HtR7fzHx9h&rank=1
1577,Heather  Chavez,https://www.goodreads.com/book/show/62874038-before-she-finds-me?from_search=true&from_srp=true&qid=LKuQVftaby&rank=1
1578,Adiba Jaigirdar,https://www.goodreads.com/book/show/61484904-the-dos-and-donuts-of-love?from_search=true&from_srp=true&qid=jaPef6AOOp&rank=1
1579,Meg Shaffer,https://www.goodreads.com/book/show/62926992-the-wishing-game?from_search=true&from_srp=true&qid=OZSPYrhunp&rank=1
1580,Sarah       Adams,https://www.goodreads.com/book/show/61897968-practice-makes-perfect?from_search=true&from_srp=true&qid=MygXFKRRSX&rank=1
1581,Mikki Brammer,https://www.goodreads.com/book/show/61214136-the-collected-regrets-of-clover?from_search=true&from_srp=true&qid=pCEEPuDCRJ&rank=1
1582,Emma Cline,https://www.goodreads.com/book/show/52656911-the-guest-list?from_search=true&from_srp=true&qid=AvmE37hy8s&rank=1
1583,James  Islington,https://www.goodreads.com/book/show/58416952-the-will-of-the-many?from_search=true&from_srp=true&qid=BOajPkAO4z&rank=1
1584,Kelly Barnhill,https://www.goodreads.com/book/show/58783802-when-women-were-dragons?from_search=true&from_srp=true&qid=0w7JKYXuJl&rank=1
1585,Crystal Smith Paul,https://www.goodreads.com/book/show/61796683-did-you-hear-about-kitty-karr?from_search=true&from_srp=true&qid=FcakwsdRE3&rank=1
1586,Costanza Casati,https://www.goodreads.com/book/show/61361681-clytemnestra?from_search=true&from_srp=true&qid=XLsNub5o8s&rank=1
1587,Mark  Lawrence,https://www.goodreads.com/book/show/61612864-the-book-that-wouldn-t-burn?from_search=true&from_srp=true&qid=aMrsXPaRGi&rank=1
1588,Emma Törzs,https://www.goodreads.com/book/show/62854842-ink-blood-sister-scribe?from_search=true&from_srp=true&qid=hzvSgpciJb&rank=1
1589,Emma Rosenblum,https://www.goodreads.com/book/show/61884844-bad-summer-people?from_search=true&from_srp=true&qid=i63Ay4Oc9t&rank=1
1590,Liv Constantine,https://www.goodreads.com/book/show/62312250-the-senator-s-wife?from_search=true&from_srp=true&qid=y5ARdCBWRY&rank=1
1591,Jennifer Saint,https://www.goodreads.com/book/show/61884838-atalanta?from_search=true&from_srp=true&qid=4h319bK0jK&rank=1
1592,Elissa Sussman,https://www.goodreads.com/book/show/61420112-once-more-with-feeling?from_search=true&from_srp=true&qid=I1En7PZbiK&rank=1
1593,Sarah   Adler,https://www.goodreads.com/book/show/62296523-mrs-nash-s-ashes?from_search=true&from_srp=true&qid=m6VINu5i59&rank=1
1594,Melanie Harlow,https://www.goodreads.com/book/show/123244793-runaway-love?from_search=true&from_srp=true&qid=vecxrczJj4&rank=1
1595,Becky Albertalli,https://www.goodreads.com/book/show/61896624-imogen-obviously?from_search=true&from_srp=true&qid=U8JuAeol20&rank=1
1596,Lucinda Riley,https://www.goodreads.com/book/show/58528573-atlas?from_search=true&from_srp=true&qid=2WEfRiL4pA&rank=1
1597,Angeline Boulley,https://www.goodreads.com/book/show/61675933-warrior-girl-unearthed?from_search=true&from_srp=true&qid=b2QHTgGpXG&rank=1
1598,Mary Ellen Taylor,https://www.goodreads.com/book/show/61246288-when-the-rain-ends?from_search=true&from_srp=true&qid=UN05C3pfUi&rank=1
1599,Brandon  Taylor,https://www.goodreads.com/book/show/62092265-the-late-americans?from_search=true&from_srp=true&qid=LVXkNyDVmD&rank=1
1600,Anne Berest,https://www.goodreads.com/book/show/63880836-the-postcard?from_search=true&from_srp=true&qid=Hw5nwFIZhN&rank=1
1601,Jenn McKinlay,https://www.goodreads.com/book/show/62339069-summer-reading?from_search=true&from_srp=true&qid=PLR2O4Hqy9&rank=1
1602,Jaclyn Goldis,https://www.goodreads.com/book/show/55502887-the-women-of-chateau-lafayette?from_search=true&from_srp=true&qid=siNCgI7S2q&rank=1
1603,Lindsay Cameron,https://www.goodreads.com/book/show/61948950-no-one-needs-to-know?from_search=true&from_srp=true&qid=BcmqTu2Kms&rank=1
1604,Nadia Lee,https://www.goodreads.com/book/show/152946781-contractually-yours?from_search=true&from_srp=true&qid=uthqviTahv&rank=1
1605,Rita Chang-Eppig,https://www.goodreads.com/book/show/62039263-deep-as-the-sky-red-as-the-sea?from_search=true&from_srp=true&qid=QGZa4Ci9y3&rank=1
1606,Livy Hart,https://www.goodreads.com/book/show/62039347-planes-trains-and-all-the-feels?from_search=true&from_srp=true&qid=wH0EF2KrnO&rank=1
1607,Shari Low,https://www.goodreads.com/book/show/92074165-one-moment-in-time?from_search=true&from_srp=true&qid=cHHHma6a6a&rank=1
1608,Janika Oza,https://www.goodreads.com/book/show/62315839-a-history-of-burning?from_search=true&from_srp=true&qid=pklW7s3ugg&rank=1
1609,Moniquill Blackgoose,https://www.goodreads.com/book/show/61937038-to-shape-a-dragon-s-breath?from_search=true&from_srp=true&qid=p59Z9r8U8h&rank=1
1610,Kate White,https://www.goodreads.com/book/show/62047982-between-two-strangers?from_search=true&from_srp=true&qid=YqcHzXWM54&rank=1
1611,Susie Luo,https://www.goodreads.com/book/show/61393430-paper-names?from_search=true&from_srp=true&qid=vgQEeOrC0z&rank=1
1612,Audrey Bellezza,https://www.goodreads.com/book/show/62919381-emma-of-83rd-street-1?from_search=true&from_srp=true&qid=mMhW7Wj2il&rank=1
1613,Laura Hankin,https://www.goodreads.com/book/show/53520099-the-daydream-cabin?from_search=true&from_srp=true&qid=WNnSKxyrc3&rank=1
1614,L.R.  Lam,https://www.goodreads.com/book/show/61985453-dragonfall?from_search=true&from_srp=true&qid=NlLcDnfw2D&rank=1
1615,Hayley Kiyoko,https://www.goodreads.com/book/show/61885082-girls-like-girls?from_search=true&from_srp=true&qid=gZvSsVayyQ&rank=1
1616,Amy T. Matthews,https://www.goodreads.com/book/show/62593654-someone-else-s-bucket-list?from_search=true&from_srp=true&qid=X56bKXjvF9&rank=1
1617,Sher Lee,https://www.goodreads.com/book/show/62794544-fake-dates-and-mooncakes?from_search=true&from_srp=true&qid=uZ3hDyRJHX&rank=1
1618,Veronica Lancet,https://www.goodreads.com/book/show/56949203-the-taste-of-revenge?from_search=true&from_srp=true&qid=Dnu36opQTz&rank=1
1619,Kara Thomas,https://www.goodreads.com/book/show/61260774-out-of-the-ashes?from_search=true&from_srp=true&qid=V6hEXtLuak&rank=1
1620,Neely Tubati Alexander,https://www.goodreads.com/book/show/61896682-love-buzz?from_search=true&from_srp=true&qid=KWCJMccgR7&rank=1
1621,Amie Kaufman,https://www.goodreads.com/book/show/62562898-the-isles-of-the-gods?from_search=true&from_srp=true&qid=yaJv0jO9hz&rank=1
1622,Tembe Denton-Hurst,https://www.goodreads.com/book/show/62558851-homebodies?from_search=true&from_srp=true&qid=UjUI9oDHZo&rank=1
1623,Ali Brady,https://www.goodreads.com/book/show/62926953-the-comeback-summer?from_search=true&from_srp=true&qid=ArFm3fjJZi&rank=1
1624,Kate Dramis,https://www.goodreads.com/book/show/62329962-the-curse-of-saints?from_search=true&from_srp=true&qid=TO5zujAicl&rank=1
1625,Karla Sorensen,https://www.goodreads.com/book/show/11594337-the-one-and-only-ivan?from_search=true&from_srp=true&qid=IJDya4kw61&rank=1
